	prop.value	propLabel.value
1996	http://www.wikidata.org/entity/P2389	organization directed by the office or position
1997	http://www.wikidata.org/entity/P2432	J. Paul Getty Museum artist id
1998	http://www.wikidata.org/entity/P2431	Thyssen-Bornemisza artist ID
1999	http://www.wikidata.org/entity/P2426	Xeno-canto species ID
2000	http://www.wikidata.org/entity/P2515	costume designer
2001	http://www.wikidata.org/entity/P2554	production designer
2002	http://www.wikidata.org/entity/P2501	results
2003	http://www.wikidata.org/entity/P2453	nominee
2004	http://www.wikidata.org/entity/P2459	IBU biathlete ID
2005	http://www.wikidata.org/entity/P2454	KNAW past member ID
2006	http://www.wikidata.org/entity/P2462	member of the deme
2007	http://www.wikidata.org/entity/P2481	Elite Prospects player ID
2008	http://www.wikidata.org/entity/P2499	league level above
2009	http://www.wikidata.org/entity/P2483	NCES District ID
2010	http://www.wikidata.org/entity/P2482	SABR person ID
2011	http://www.wikidata.org/entity/P2468	Theatricalia theatre ID
2012	http://www.wikidata.org/entity/P2532	lowest atmospheric pressure
2013	http://www.wikidata.org/entity/P2538	Nationalmuseum Sweden artist ID
2014	http://www.wikidata.org/entity/P2547	perimeter
2015	http://www.wikidata.org/entity/P2555	fee
2016	http://www.wikidata.org/entity/P2505	carries
2017	http://www.wikidata.org/entity/P2457	Australian National Shipwreck ID
2018	http://www.wikidata.org/entity/P2461	ComLaw ID
2019	http://www.wikidata.org/entity/P2517	category for recipients of this award
2020	http://www.wikidata.org/entity/P2473	IGPCV ID
2021	http://www.wikidata.org/entity/P2480	IHO Hydrographic Dictionary (S-32) Number
2022	http://www.wikidata.org/entity/P2521	female form of label
2023	http://www.wikidata.org/entity/P2488	page at Belarus Globe website
2024	http://www.wikidata.org/entity/P2509	Movie Walker film ID
2025	http://www.wikidata.org/entity/P2479	SPDX license ID
2026	http://www.wikidata.org/entity/P2529	ČSFD film ID
2027	http://www.wikidata.org/entity/P2533	WomenWriters ID
2028	http://www.wikidata.org/entity/P2536	Sandbox-External identifier
2029	http://www.wikidata.org/entity/P2551	used metre
2030	http://www.wikidata.org/entity/P2460	Persons of Ancient Athens
2031	http://www.wikidata.org/entity/P2455	Species Profile and Threats Database ID
2032	http://www.wikidata.org/entity/P2486	FMD brand ID
2033	http://www.wikidata.org/entity/P2503	Historical Gazetteer (GOV) ID
2034	http://www.wikidata.org/entity/P2494	Latvian cultural heritage register ID
2035	http://www.wikidata.org/entity/P2514	Jamendo artist ID
2036	http://www.wikidata.org/entity/P2508	KINENOTE film ID
2037	http://www.wikidata.org/entity/P2490	page at OSTIS Belarus Wiki
2038	http://www.wikidata.org/entity/P2491	Radzima.org ID
2039	http://www.wikidata.org/entity/P2469	Theatricalia person ID
2040	http://www.wikidata.org/entity/P2519	Scope.dk person ID
2041	http://www.wikidata.org/entity/P2520	UNESCO Biosphere Reserve URL
2042	http://www.wikidata.org/entity/P2534	defining formula
2043	http://www.wikidata.org/entity/P2535	Sandbox-Mathematical expression
2044	http://www.wikidata.org/entity/P2546	sidekick of
2045	http://www.wikidata.org/entity/P2548	strand orientation
2046	http://www.wikidata.org/entity/P2522	victory
2047	http://www.wikidata.org/entity/P2456	DBLP author ID
2048	http://www.wikidata.org/entity/P2498	Catalan Biographical Dictionary of Women ID
2049	http://www.wikidata.org/entity/P2516	Australian Ramsar site ID
2050	http://www.wikidata.org/entity/P2507	corrigendum / erratum
2051	http://www.wikidata.org/entity/P2489	hram.by ID
2052	http://www.wikidata.org/entity/P2497	Latvian National Address Register ID
2053	http://www.wikidata.org/entity/P2475	NAVA ID
2054	http://www.wikidata.org/entity/P2484	NCES School ID
2055	http://www.wikidata.org/entity/P2510	National Discography of Italian Song artist/group ID
2056	http://www.wikidata.org/entity/P2524	SEED number
2057	http://www.wikidata.org/entity/P2527	earthquake magnitude on the moment magnitude scale
2058	http://www.wikidata.org/entity/P2542	acceptable daily intake
2059	http://www.wikidata.org/entity/P2549	Italian Senate of the Republic ID
2060	http://www.wikidata.org/entity/P2553	in work
2061	http://www.wikidata.org/entity/P2472	ACMA Radiocommunications Client Number
2062	http://www.wikidata.org/entity/P2506	INSEE canton code
2063	http://www.wikidata.org/entity/P2471	Models.com person ID
2064	http://www.wikidata.org/entity/P2513	Jamendo album ID
2065	http://www.wikidata.org/entity/P2493	OM institution ID
2066	http://www.wikidata.org/entity/P2478	Railways Archive event ID
2067	http://www.wikidata.org/entity/P2511	MSK Gent work PID
2068	http://www.wikidata.org/entity/P2512	series spin-off
2069	http://www.wikidata.org/entity/P2545	bowling style
2070	http://www.wikidata.org/entity/P2452	GeoNames feature code
2071	http://www.wikidata.org/entity/P2465	Allcinema film ID
2072	http://www.wikidata.org/entity/P2474	CDLI ID
2073	http://www.wikidata.org/entity/P2476	HNI person/institution ID
2074	http://www.wikidata.org/entity/P2492	MTMT author ID
2075	http://www.wikidata.org/entity/P2540	Aarne–Thompson–Uther Tale Type Index
2076	http://www.wikidata.org/entity/P2539	Nationalmuseum Sweden artwork ID
2077	http://www.wikidata.org/entity/P2552	quantitative metrical pattern
2078	http://www.wikidata.org/entity/P2451	MAME ROM name
2079	http://www.wikidata.org/entity/P2464	BugGuide ID
2080	http://www.wikidata.org/entity/P2458	Mackolik.com player ID
2081	http://www.wikidata.org/entity/P2477	BDRC Resource ID
2082	http://www.wikidata.org/entity/P2467	Global Geoparks Network ID
2083	http://www.wikidata.org/entity/P2502	classification of race
2084	http://www.wikidata.org/entity/P2496	Latvian toponymic names database ID
2085	http://www.wikidata.org/entity/P2500	league level below
2086	http://www.wikidata.org/entity/P2487	page at website of Belarus Geocenter
2087	http://www.wikidata.org/entity/P2525	Ramsar Sites Information Service ID
2088	http://www.wikidata.org/entity/P2531	Box Office Mojo studio ID
2089	http://www.wikidata.org/entity/P2530	Box Office Mojo franchise ID (former scheme)
2090	http://www.wikidata.org/entity/P2541	operating area
2091	http://www.wikidata.org/entity/P2550	recording or performance of
2092	http://www.wikidata.org/entity/P2463	elibrary.ru organisation ID
2093	http://www.wikidata.org/entity/P2485	FMD photographer ID
2094	http://www.wikidata.org/entity/P2504	Norwegian municipality number
2095	http://www.wikidata.org/entity/P2470	Talouselämän vaikuttajat ID
2096	http://www.wikidata.org/entity/P2518	Scope.dk film ID
2097	http://www.wikidata.org/entity/P2526	National Historic Sites of Canada ID
2098	http://www.wikidata.org/entity/P2528	earthquake magnitude on the Richter magnitude scale
2099	http://www.wikidata.org/entity/P2537	Free Software Directory entry
2100	http://www.wikidata.org/entity/P2749	PRONOM software ID
2101	http://www.wikidata.org/entity/P2701	file format
2102	http://www.wikidata.org/entity/P2700	protocol
2103	http://www.wikidata.org/entity/P2685	Basketball Reference NBA player ID
2104	http://www.wikidata.org/entity/P2702	dataset distribution
2105	http://www.wikidata.org/entity/P2723	Deezer album ID
2106	http://www.wikidata.org/entity/P2725	GOG application ID
2107	http://www.wikidata.org/entity/P2752	New Zealand Organisms Register ID
2108	http://www.wikidata.org/entity/P2773	FIS cross-country skier ID
2109	http://www.wikidata.org/entity/P2772	FIS alpine skier ID
2110	http://www.wikidata.org/entity/P2775	FIS ski jumper ID
2111	http://www.wikidata.org/entity/P2699	URL
2112	http://www.wikidata.org/entity/P2698	CricketArchive player ID
2113	http://www.wikidata.org/entity/P2694	ISU figure skater ID
2114	http://www.wikidata.org/entity/P2684	Kijkwijzer rating
2115	http://www.wikidata.org/entity/P2719	Hungarian-style transcription
2116	http://www.wikidata.org/entity/P2756	EIRIN film rating
2117	http://www.wikidata.org/entity/P2732	Persée author ID
2118	http://www.wikidata.org/entity/P2746	production statistics
2119	http://www.wikidata.org/entity/P2737	union of
2120	http://www.wikidata.org/entity/P2759	AUSNUT food ID
2121	http://www.wikidata.org/entity/P2765	blue-style.com ID
2122	http://www.wikidata.org/entity/P2769	budget
2123	http://www.wikidata.org/entity/P2747	Filmiroda rating
2124	http://www.wikidata.org/entity/P2767	JudoInside judoka ID
2125	http://www.wikidata.org/entity/P2671	Google Knowledge Graph ID
2126	http://www.wikidata.org/entity/P2687	NDL JPNO
2127	http://www.wikidata.org/entity/P2678	Russiancinema.ru film ID
2128	http://www.wikidata.org/entity/P2704	EIDR content ID
2129	http://www.wikidata.org/entity/P2696	FIG gymnast licence number
2130	http://www.wikidata.org/entity/P2740	ResearchGate institute ID
2131	http://www.wikidata.org/entity/P2734	Unz Review author ID
2132	http://www.wikidata.org/entity/P2743	this zoological name is coordinate with
2133	http://www.wikidata.org/entity/P2679	author of foreword
2134	http://www.wikidata.org/entity/P2710	minimal lethal concentration
2135	http://www.wikidata.org/entity/P2669	discontinued date
2136	http://www.wikidata.org/entity/P2683	Bekker Number
2137	http://www.wikidata.org/entity/P2703	BFI National Archive work ID
2138	http://www.wikidata.org/entity/P2670	has parts of the class
2139	http://www.wikidata.org/entity/P2717	no-observed-adverse-effect level
2140	http://www.wikidata.org/entity/P2675	reply to
2141	http://www.wikidata.org/entity/P2677	relative position within image
2142	http://www.wikidata.org/entity/P2695	type locality (geology)
2143	http://www.wikidata.org/entity/P2726	UIPM athlete ID
2144	http://www.wikidata.org/entity/P2739	typeface/font used
2145	http://www.wikidata.org/entity/P2755	exploitation visa number
2146	http://www.wikidata.org/entity/P2760	NUTTAB food ID
2147	http://www.wikidata.org/entity/P2728	CageMatch worker ID
2148	http://www.wikidata.org/entity/P2709	CQ Ranking female cyclist ID
2149	http://www.wikidata.org/entity/P2724	Deezer track ID
2150	http://www.wikidata.org/entity/P2713	sectional view
2151	http://www.wikidata.org/entity/P2768	BNE journal ID
2152	http://www.wikidata.org/entity/P2774	FIS freestyle skier ID
2153	http://www.wikidata.org/entity/P2777	FIS snowboarder ID
2154	http://www.wikidata.org/entity/P2748	PRONOM file format identifier
2155	http://www.wikidata.org/entity/P2754	production date
2156	http://www.wikidata.org/entity/P2673	next crossing upstream
2157	http://www.wikidata.org/entity/P2674	next crossing downstream
2158	http://www.wikidata.org/entity/P2668	stability of property value
2159	http://www.wikidata.org/entity/P2672	SOATO ID
2160	http://www.wikidata.org/entity/P2688	Box Office Mojo person ID
2161	http://www.wikidata.org/entity/P2729	BWF.tournamentsoftware.com player ID
2162	http://www.wikidata.org/entity/P2682	is verso of
2163	http://www.wikidata.org/entity/P2712	median lethal concentration (LC50)
2164	http://www.wikidata.org/entity/P2676	rating certificate ID
2165	http://www.wikidata.org/entity/P2727	United World Wrestling ID
2166	http://www.wikidata.org/entity/P2738	disjoint union of
2167	http://www.wikidata.org/entity/P2771	D-U-N-S number
2168	http://www.wikidata.org/entity/P2751	Roller Coaster Database ID
2169	http://www.wikidata.org/entity/P2770	source of income
2170	http://www.wikidata.org/entity/P2736	Biographical Directory of Federal Judges ID
2171	http://www.wikidata.org/entity/P2697	ESPNcricinfo.com player ID
2172	http://www.wikidata.org/entity/P2716	collage image
2173	http://www.wikidata.org/entity/P2715	elected in
2174	http://www.wikidata.org/entity/P2705	Karate Records ID
2175	http://www.wikidata.org/entity/P2733	Persée journal ID
2176	http://www.wikidata.org/entity/P2735	Unz Review journal ID
2177	http://www.wikidata.org/entity/P2742	Australian Geological Provinces ID
2178	http://www.wikidata.org/entity/P2745	Dictionary of New Zealand Biography ID
2179	http://www.wikidata.org/entity/P2758	CNC film rating (France)
2180	http://www.wikidata.org/entity/P2753	Dictionary of Canadian Biography ID
2181	http://www.wikidata.org/entity/P2762	CTBUH Skyscraper Center building complex ID
2182	http://www.wikidata.org/entity/P2761	Research Papers in Economics Series handle
2183	http://www.wikidata.org/entity/P2763	Danish protected area ID
2184	http://www.wikidata.org/entity/P2766	ISO 4063 process number
2185	http://www.wikidata.org/entity/P2680	author of afterword
2186	http://www.wikidata.org/entity/P2689	BARTOC ID
2187	http://www.wikidata.org/entity/P2681	is recto of
2188	http://www.wikidata.org/entity/P2686	OpenSecrets people ID
2189	http://www.wikidata.org/entity/P2708	CQ Ranking women's race ID
2190	http://www.wikidata.org/entity/P2721	Encyclopaedia Metallum release ID
2191	http://www.wikidata.org/entity/P2720	embed URL template
2192	http://www.wikidata.org/entity/P2722	Deezer artist ID
2193	http://www.wikidata.org/entity/P2718	lowest-observed-adverse-effect level
2194	http://www.wikidata.org/entity/P2730	ISSF athlete ID
2195	http://www.wikidata.org/entity/P2744	PASE name
2196	http://www.wikidata.org/entity/P2741	Tate artist ID
2197	http://www.wikidata.org/entity/P2776	FIS Nordic combined skier ID
2198	http://www.wikidata.org/entity/P2750	Photographers' Identities Catalog ID
2199	http://www.wikidata.org/entity/P2764	Wrestlingdata person ID
2200	http://www.wikidata.org/entity/P2850	Apple Music artist ID (US version)
2201	http://www.wikidata.org/entity/P2784	Mercalli intensity scale
2202	http://www.wikidata.org/entity/P2831	totem
2203	http://www.wikidata.org/entity/P2852	emergency telephone number
2204	http://www.wikidata.org/entity/P2839	gait
2205	http://www.wikidata.org/entity/P2783	Danish listed buildings case ID
2206	http://www.wikidata.org/entity/P2789	connects with
2207	http://www.wikidata.org/entity/P2793	clearance
2208	http://www.wikidata.org/entity/P2809	Australasian Pollen and Spore Atlas Code
2209	http://www.wikidata.org/entity/P2821	by-product
2210	http://www.wikidata.org/entity/P2810	LPGA Tour golf player ID
2211	http://www.wikidata.org/entity/P2826	Megogo ID
2212	http://www.wikidata.org/entity/P2823	Royal Belgian Football Association player ID
2213	http://www.wikidata.org/entity/P2804	World Sailing member ID
2214	http://www.wikidata.org/entity/P2843	Benezit ID
2215	http://www.wikidata.org/entity/P2848	Wi-Fi access
2216	http://www.wikidata.org/entity/P2855	VAT-rate
2217	http://www.wikidata.org/entity/P2790	net tonnage
2218	http://www.wikidata.org/entity/P2797	sound power level
2219	http://www.wikidata.org/entity/P2849	produced by
2220	http://www.wikidata.org/entity/P2788	Czech neighbourhood ID code
2221	http://www.wikidata.org/entity/P2787	longest span
2222	http://www.wikidata.org/entity/P2781	race time
2223	http://www.wikidata.org/entity/P2792	ASF KID Cave Tag Number
2224	http://www.wikidata.org/entity/P2800	Beach Volleyball Database ID
2225	http://www.wikidata.org/entity/P2815	ESR station code
2226	http://www.wikidata.org/entity/P2805	Goratings ID
2227	http://www.wikidata.org/entity/P2818	Sherdog ID
2228	http://www.wikidata.org/entity/P2819	Yandex Music album ID
2229	http://www.wikidata.org/entity/P2841	age of onset
2230	http://www.wikidata.org/entity/P2840	NSC number
2231	http://www.wikidata.org/entity/P2844	incidence
2232	http://www.wikidata.org/entity/P2860	cites work
2233	http://www.wikidata.org/entity/P2858	Killer List of Videogames ID
2234	http://www.wikidata.org/entity/P2851	payment types accepted
2235	http://www.wikidata.org/entity/P2865	band number
2236	http://www.wikidata.org/entity/P2867	Molenecho's ID
2237	http://www.wikidata.org/entity/P2864	OpenCritic ID
2238	http://www.wikidata.org/entity/P2875	property usage tracking category
2239	http://www.wikidata.org/entity/P2806	vibration
2240	http://www.wikidata.org/entity/P2778	IAT triathlete ID
2241	http://www.wikidata.org/entity/P2780	IAT diver ID
2242	http://www.wikidata.org/entity/P2786	aerodrome reference point
2243	http://www.wikidata.org/entity/P2827	flower color
2244	http://www.wikidata.org/entity/P2836	highest income threshold
2245	http://www.wikidata.org/entity/P2811	PGA Tour golf player ID
2246	http://www.wikidata.org/entity/P2808	wavelength
2247	http://www.wikidata.org/entity/P2853	electrical plug type
2248	http://www.wikidata.org/entity/P2866	Hollandsche Molen ID
2249	http://www.wikidata.org/entity/P2861	Leidse Hoogleraren ID
2250	http://www.wikidata.org/entity/P2863	Nederlandse Molendatabase ID
2251	http://www.wikidata.org/entity/P2871	miRBase mature miRNA ID
2252	http://www.wikidata.org/entity/P2870	miRBase pre-miRNA ID
2253	http://www.wikidata.org/entity/P2878	Minitel code
2254	http://www.wikidata.org/entity/P2872	visitor centre
2255	http://www.wikidata.org/entity/P2825	via
2256	http://www.wikidata.org/entity/P2807	molar volume
2257	http://www.wikidata.org/entity/P2799	BVMC person ID
2258	http://www.wikidata.org/entity/P2820	cardinality of this set
2259	http://www.wikidata.org/entity/P2794	Index Hepaticarum ID
2260	http://www.wikidata.org/entity/P2813	house publication
2261	http://www.wikidata.org/entity/P2812	MathWorld identifier
2262	http://www.wikidata.org/entity/P2829	Internet Wrestling Database ID
2263	http://www.wikidata.org/entity/P2832	Joint Electronics Type Designation Automated System designation
2264	http://www.wikidata.org/entity/P2854	disease burden
2265	http://www.wikidata.org/entity/P2856	EU Surface Water Body Code
2266	http://www.wikidata.org/entity/P2859	X-SAMPA code
2267	http://www.wikidata.org/entity/P2877	SureChEMBL ID
2268	http://www.wikidata.org/entity/P2845	RAN ID
2269	http://www.wikidata.org/entity/P2796	3DMet ID
2270	http://www.wikidata.org/entity/P2822	by-product of
2271	http://www.wikidata.org/entity/P2795	directions
2272	http://www.wikidata.org/entity/P2828	corporate officer
2273	http://www.wikidata.org/entity/P2824	Gazetteer of Planetary Nomenclature ID
2274	http://www.wikidata.org/entity/P2816	HowLongToBeat ID
2275	http://www.wikidata.org/entity/P2833	ARKive ID
2276	http://www.wikidata.org/entity/P2847	Google+ ID
2277	http://www.wikidata.org/entity/P2862	Catalogus Professorum Academiae Rheno-Traiectinae ID
2278	http://www.wikidata.org/entity/P2873	time in space
2279	http://www.wikidata.org/entity/P2779	IAT weightlifter ID
2280	http://www.wikidata.org/entity/P2801	FIVB beach volleyball player ID
2281	http://www.wikidata.org/entity/P2802	fleet or registration number
2282	http://www.wikidata.org/entity/P2803	Wikidata time precision
2283	http://www.wikidata.org/entity/P2834	individual tax rate
2284	http://www.wikidata.org/entity/P2846	wheelchair accessibility
2285	http://www.wikidata.org/entity/P2817	appears in the heritage monument list
2286	http://www.wikidata.org/entity/P2798	Loop ID
2287	http://www.wikidata.org/entity/P2835	lowest income threshold
2288	http://www.wikidata.org/entity/P2830	Online World of Wrestling ID
2289	http://www.wikidata.org/entity/P2842	place of marriage
2290	http://www.wikidata.org/entity/P2869	record or record progression
2291	http://www.wikidata.org/entity/P2874	PubChem BioAssay ID (AID)
2292	http://www.wikidata.org/entity/P2857	WWE.com superstar ID
2293	http://www.wikidata.org/entity/P2876	type of unit for this property
2294	http://www.wikidata.org/entity/P2782	Models.com client ID
2295	http://www.wikidata.org/entity/P2791	power consumed
2296	http://www.wikidata.org/entity/P2814	P-number
2297	http://www.wikidata.org/entity/P2838	professional name (Japan)
2298	http://www.wikidata.org/entity/P2879	Library of the National Congress of Argentina ID
2299	http://www.wikidata.org/entity/P2868	subject has role
2300	http://www.wikidata.org/entity/P2910	icon
2301	http://www.wikidata.org/entity/P2957	throughput
2302	http://www.wikidata.org/entity/P2979	maritime identification digits
2303	http://www.wikidata.org/entity/P2935	connector
2304	http://www.wikidata.org/entity/P2975	host
2305	http://www.wikidata.org/entity/P2896	publication interval
2306	http://www.wikidata.org/entity/P2928	memory capacity
2307	http://www.wikidata.org/entity/P2945	British Book Trade Index ID
2308	http://www.wikidata.org/entity/P2952	boat of heritage interest ID
2309	http://www.wikidata.org/entity/P2950	Nomisma ID
2310	http://www.wikidata.org/entity/P2971	GCatholic church ID
2311	http://www.wikidata.org/entity/P2970	Kinopolis film ID
2312	http://www.wikidata.org/entity/P2974	habitat
2313	http://www.wikidata.org/entity/P2972	SNAP ID
2314	http://www.wikidata.org/entity/P2899	minimum age
2315	http://www.wikidata.org/entity/P2964	right to vote
2316	http://www.wikidata.org/entity/P2883	HKMDB film ID
2317	http://www.wikidata.org/entity/P2889	FamilySearch person ID
2318	http://www.wikidata.org/entity/P2895	maximum sustained winds
2319	http://www.wikidata.org/entity/P2904	Beer Advocate brewery ID
2320	http://www.wikidata.org/entity/P2905	RateBeer brewery ID
2321	http://www.wikidata.org/entity/P2908	SecondHandSongs work ID
2322	http://www.wikidata.org/entity/P2923	focal height
2323	http://www.wikidata.org/entity/P2938	Pleiades category identifier
2324	http://www.wikidata.org/entity/P2940	Catalogus Professorum Rostochiensium ID
2325	http://www.wikidata.org/entity/P2973	Spenserians person ID
2326	http://www.wikidata.org/entity/P2978	wheel arrangement
2327	http://www.wikidata.org/entity/P2929	lighthouse range
2328	http://www.wikidata.org/entity/P2992	software quality assurance
2329	http://www.wikidata.org/entity/P2898	Swedish county letter
2330	http://www.wikidata.org/entity/P2912	distinctive jersey
2331	http://www.wikidata.org/entity/P2916	syntax clarification
2332	http://www.wikidata.org/entity/P2954	Transferred Account Data Interchange Group Code
2333	http://www.wikidata.org/entity/P2944	Plarr ID
2334	http://www.wikidata.org/entity/P2953	Estonian Research Portal person ID
2335	http://www.wikidata.org/entity/P2965	EU River Basin District code
2336	http://www.wikidata.org/entity/P2962	title of chess person
2337	http://www.wikidata.org/entity/P2969	Goodreads version/edition ID
2338	http://www.wikidata.org/entity/P2968	QUDT unit ID
2339	http://www.wikidata.org/entity/P2981	UIC alphabetical country code
2340	http://www.wikidata.org/entity/P2982	UIC numerical country code
2341	http://www.wikidata.org/entity/P2986	aircraft registration prefix
2342	http://www.wikidata.org/entity/P2985	DBSE ID
2343	http://www.wikidata.org/entity/P2991	IBSF athlete ID
2344	http://www.wikidata.org/entity/P2937	parliamentary term
2345	http://www.wikidata.org/entity/P2903	Molendatabase verdwenen molens ID
2346	http://www.wikidata.org/entity/P2913	date depicted
2347	http://www.wikidata.org/entity/P2915	ECARTICO person ID
2348	http://www.wikidata.org/entity/P2927	water as percent of area
2349	http://www.wikidata.org/entity/P2936	language used
2350	http://www.wikidata.org/entity/P2948	Estonian cultural monument ID
2351	http://www.wikidata.org/entity/P2955	point of penalty
2352	http://www.wikidata.org/entity/P2980	ARLHS lighthouse ID
2353	http://www.wikidata.org/entity/P2881	promoted
2354	http://www.wikidata.org/entity/P2887	reserve number (Canada)
2355	http://www.wikidata.org/entity/P2886	Shakeosphere person ID
2356	http://www.wikidata.org/entity/P2888	exact match
2357	http://www.wikidata.org/entity/P2897	Eldoblaje Movie ID
2358	http://www.wikidata.org/entity/P2911	time gap
2359	http://www.wikidata.org/entity/P2917	COAM structure ID
2360	http://www.wikidata.org/entity/P2925	domain of saint or deity
2361	http://www.wikidata.org/entity/P2946	BacDive ID
2362	http://www.wikidata.org/entity/P2961	BVPH publication ID
2363	http://www.wikidata.org/entity/P2977	LBT person ID
2364	http://www.wikidata.org/entity/P2983	UNDP country code
2365	http://www.wikidata.org/entity/P2884	mains voltage
2366	http://www.wikidata.org/entity/P2893	Skype username
2367	http://www.wikidata.org/entity/P2892	UMLS CUI
2368	http://www.wikidata.org/entity/P2926	InterPro ID
2369	http://www.wikidata.org/entity/P2918	PO Box
2370	http://www.wikidata.org/entity/P2939	CageMatch tag team ID
2371	http://www.wikidata.org/entity/P2942	Dailymotion channel ID
2372	http://www.wikidata.org/entity/P2941	Munk's Roll ID
2373	http://www.wikidata.org/entity/P2943	warheroes.ru ID
2374	http://www.wikidata.org/entity/P2949	WikiTree person ID
2375	http://www.wikidata.org/entity/P2951	Cultural heritage database in Austria ObjektID
2376	http://www.wikidata.org/entity/P2960	archive date
2377	http://www.wikidata.org/entity/P2963	Goodreads author ID
2378	http://www.wikidata.org/entity/P2966	National Library of Wales Authority ID
2379	http://www.wikidata.org/entity/P2976	patronym or matronym for this name
2380	http://www.wikidata.org/entity/P2988	GOST 7.67 cyrillic
2381	http://www.wikidata.org/entity/P2984	Snapchat username
2382	http://www.wikidata.org/entity/P2987	Taekwondo Data ID
2383	http://www.wikidata.org/entity/P2880	NIOSHTIC-2 ID
2384	http://www.wikidata.org/entity/P2894	day of week
2385	http://www.wikidata.org/entity/P2914	MSBI person ID
2386	http://www.wikidata.org/entity/P2924	Great Russian Encyclopedia Online ID
2387	http://www.wikidata.org/entity/P2930	INSPIRE-HEP author ID
2388	http://www.wikidata.org/entity/P2922	month of the year
2389	http://www.wikidata.org/entity/P2959	permanent duplicated item
2390	http://www.wikidata.org/entity/P2882	relegated
2391	http://www.wikidata.org/entity/P2900	fax number
2392	http://www.wikidata.org/entity/P2907	UTC timezone offset
2393	http://www.wikidata.org/entity/P2909	SecondHandSongs artist ID
2394	http://www.wikidata.org/entity/P2931	Encyclopedia of Triangle Centers identifier
2395	http://www.wikidata.org/entity/P2919	label in sign language
2396	http://www.wikidata.org/entity/P2956	NAIF ID
2397	http://www.wikidata.org/entity/P2967	Queensland Heritage Register ID
2398	http://www.wikidata.org/entity/P2989	has grammatical case
2399	http://www.wikidata.org/entity/P2990	FIL athlete ID
2400	http://www.wikidata.org/entity/P2665	alcohol by volume
2401	http://www.wikidata.org/entity/P2561	name
2402	http://www.wikidata.org/entity/P2645	mean lifetime
2403	http://www.wikidata.org/entity/P2610	thickness
2404	http://www.wikidata.org/entity/P2556	Bore
2405	http://www.wikidata.org/entity/P2572	hashtag
2406	http://www.wikidata.org/entity/P2559	Wikidata usage instructions
2407	http://www.wikidata.org/entity/P2567	amended by
2408	http://www.wikidata.org/entity/P2599	block size
2409	http://www.wikidata.org/entity/P2583	distance from Earth
2410	http://www.wikidata.org/entity/P2587	has phoneme
2411	http://www.wikidata.org/entity/P2597	Gram staining
2412	http://www.wikidata.org/entity/P2564	Köppen climate classification
2413	http://www.wikidata.org/entity/P2575	measures
2414	http://www.wikidata.org/entity/P2574	National-Football-Teams.com player ID
2415	http://www.wikidata.org/entity/P2606	PlayStation ID
2416	http://www.wikidata.org/entity/P2619	Hungarian company ID
2417	http://www.wikidata.org/entity/P2624	MetroLyrics ID
2418	http://www.wikidata.org/entity/P2641	Davis Cup player ID
2419	http://www.wikidata.org/entity/P2657	EU Transparency Register ID
2420	http://www.wikidata.org/entity/P2562	married name
2421	http://www.wikidata.org/entity/P2634	sitter
2422	http://www.wikidata.org/entity/P2557	stroke
2423	http://www.wikidata.org/entity/P2560	GPU
2424	http://www.wikidata.org/entity/P2643	Carnegie Classification of Institutions of Higher Education
2425	http://www.wikidata.org/entity/P2596	culture
2426	http://www.wikidata.org/entity/P2652	partnership with
2427	http://www.wikidata.org/entity/P2571	uncertainty corresponds to
2428	http://www.wikidata.org/entity/P2626	Danish National Filmography person ID
2429	http://www.wikidata.org/entity/P2618	inHerit Place Number
2430	http://www.wikidata.org/entity/P2635	number of parts of this work
2431	http://www.wikidata.org/entity/P2640	Swimrankings.net swimmer ID
2432	http://www.wikidata.org/entity/P2660	topographic prominence
2433	http://www.wikidata.org/entity/P2565	global warming potential
2434	http://www.wikidata.org/entity/P2578	studies
2435	http://www.wikidata.org/entity/P2581	BabelNet ID
2436	http://www.wikidata.org/entity/P2584	Australian Wetlands Code
2437	http://www.wikidata.org/entity/P2595	maximum gradient
2438	http://www.wikidata.org/entity/P2639	Filmportal ID
2439	http://www.wikidata.org/entity/P2651	CRICOS Provider Code
2440	http://www.wikidata.org/entity/P2579	studied by
2441	http://www.wikidata.org/entity/P2627	ISO 9362 SWIFT/BIC code
2442	http://www.wikidata.org/entity/P2598	serial number
2443	http://www.wikidata.org/entity/P2620	ISO 15924 numeric code
2444	http://www.wikidata.org/entity/P2614	World Heritage criteria
2445	http://www.wikidata.org/entity/P2591	grammatical option indicates
2446	http://www.wikidata.org/entity/P2603	Kinopoisk film ID
2447	http://www.wikidata.org/entity/P2604	Kinopoisk person ID
2448	http://www.wikidata.org/entity/P2573	number of out-of-school children
2449	http://www.wikidata.org/entity/P2622	Companies House company ID
2450	http://www.wikidata.org/entity/P2637	RARS rating
2451	http://www.wikidata.org/entity/P2649	CQ Ranking men's team URL
2452	http://www.wikidata.org/entity/P2663	common equity tier 1 capital ratio (CETI)
2453	http://www.wikidata.org/entity/P2664	units sold
2454	http://www.wikidata.org/entity/P2590	BPS language code
2455	http://www.wikidata.org/entity/P2577	admissible rule in
2456	http://www.wikidata.org/entity/P2602	HockeyDB.com player ID
2457	http://www.wikidata.org/entity/P2585	INSEE region code
2458	http://www.wikidata.org/entity/P2582	J. Paul Getty Museum object ID
2459	http://www.wikidata.org/entity/P2592	Québec cultural heritage directory people identifier
